1612137600000,2.84400000,2.84400000,2.75500000,2.79470000,294963.36000000,1612141199999,821566.19529200,4546,140364.81000000,390705.19124200,0
1612141200000,2.79330000,2.84900000,2.78150000,2.84040000,134850.67000000,1612144799999,380725.06328100,2176,77154.01000000,217785.55359600,0
1612144800000,2.84090000,2.85610000,2.82470000,2.84730000,291121.45000000,1612148399999,828332.32589600,3205,103727.96000000,295138.92045200,0
1612148400000,2.85000000,2.85140000,2.82390000,2.82700000,308652.25000000,1612151999999,876538.11476500,3348,98817.45000000,280666.78837200,0
1612152000000,2.82720000,2.84600000,2.80760000,2.82410000,143615.40000000,1612155599999,406207.25964700,2026,70187.08000000,198573.31067400,0
1612155600000,2.82330000,2.85360000,2.81460000,2.84010000,147440.77000000,1612159199999,417807.20007600,1890,77185.05000000,218633.49560200,0
1612159200000,2.84080000,2.87320000,2.82100000,2.83830000,211255.98000000,1612162799999,601390.82527300,3062,101575.27000000,289097.07411400,0
1612162800000,2.83830000,2.87700000,2.82500000,2.85600000,193398.17000000,1612166399999,552299.57713900,2523,104736.91000000,299298.87667400,0
1612166400000,2.85870000,2.86670000,2.82210000,2.86160000,326776.70000000,1612169999999,929528.61485000,4463,156667.60000000,445778.84429900,0
1612170000000,2.86050000,2.87650000,2.84630000,2.85800000,243308.69000000,1612173599999,695861.95143600,2767,99596.38000000,285025.46779300,0
1612173600000,2.85860000,2.89740000,2.85010000,2.86790000,321185.79000000,1612177199999,922452.05958400,3919,172682.29000000,495838.04378300,0
1612177200000,2.86900000,2.87430000,2.83200000,2.84070000,339593.86000000,1612180799999,968082.34055100,3720,148786.87000000,424245.98578200,0
1612180800000,2.84060000,2.85990000,2.79680000,2.83300000,792288.36000000,1612184399999,2239516.61576600,7001,175257.75000000,496539.48875600,0
1612184400000,2.83310000,2.85930000,2.80200000,2.81420000,683982.97000000,1612187999999,1931939.38059900,9097,321476.29000000,908393.04702900,0
1612188000000,2.81220000,2.83460000,2.79340000,2.81810000,299871.99000000,1612191599999,843584.97004700,3732,140697.63000000,396073.55351100,0
1612191600000,2.81870000,2.89760000,2.81200000,2.86870000,414711.83000000,1612195199999,1186899.82757700,4878,218429.67000000,625366.29519600,0
1612195200000,2.86690000,2.87910000,2.84330000,2.84340000,187155.37000000,1612198799999,534892.20337600,2830,96126.42000000,274704.74178500,0
1612198800000,2.84330000,2.85470000,2.81810000,2.85150000,200996.69000000,1612202399999,570492.26754700,2527,106292.66000000,301748.68665300,0
1612202400000,2.85150000,2.85930000,2.82000000,2.83140000,135756.54000000,1612205999999,385283.13227300,2001,65029.62000000,184493.98589800,0
1612206000000,2.82900000,2.84770000,2.82080000,2.84500000,136767.66000000,1612209599999,388184.04865000,1668,70005.80000000,198795.91836100,0
1612209600000,2.84500000,2.88830000,2.83750000,2.84910000,352007.23000000,1612213199999,1008780.55210200,4204,165769.08000000,475157.57381200,0
1612213200000,2.84900000,2.87990000,2.84110000,2.87510000,177996.37000000,1612216799999,509206.90083300,2030,97224.31000000,278077.26995800,0
1612216800000,2.87650000,2.93440000,2.85880000,2.91000000,479143.63000000,1612220399999,1390091.40399700,6059,236323.60000000,686264.97686000,0
1612220400000,2.91000000,2.92640000,2.89500000,2.92480000,249336.76000000,1612223999999,725668.26321800,2693,117479.13000000,341984.43319400,0
1612224000000,2.92370000,2.93430000,2.87000000,2.88530000,277024.28000000,1612227599999,802968.52217000,3710,125632.36000000,364463.20543000,0
1612227600000,2.88760000,2.89010000,2.85480000,2.87090000,205850.67000000,1612231199999,591079.03699100,2265,90618.62000000,260223.98917600,0
1612231200000,2.87100000,2.87770000,2.82800000,2.84320000,264623.71000000,1612234799999,755919.25763500,2733,117580.74000000,336060.84971900,0
1612234800000,2.84200000,2.89410000,2.83300000,2.86460000,256248.81000000,1612238399999,734440.44194900,2918,149976.36000000,429336.32329500,0
1612238400000,2.86220000,2.88740000,2.85560000,2.87510000,138385.30000000,1612241999999,397712.83283800,1903,64463.10000000,185346.84270400,0
1612242000000,2.87480000,2.88900000,2.86260000,2.88590000,165481.63000000,1612245599999,476422.26939700,1847,66624.92000000,191798.71856900,0
1612245600000,2.88660000,2.92500000,2.88580000,2.92130000,344049.10000000,1612249199999,999655.86707300,3763,158603.13000000,460904.24840100,0
1612249200000,2.92130000,2.94650000,2.90850000,2.94130000,310473.82000000,1612252799999,908260.59431000,3731,151922.77000000,444700.75361400,0
1612252800000,2.94320000,2.96000000,2.92180000,2.95160000,353216.43000000,1612256399999,1038511.83899800,4363,188417.22000000,554311.42838100,0
1612256400000,2.95210000,2.96000000,2.92300000,2.93380000,425644.62000000,1612259999999,1253545.52476600,4284,204356.65000000,601699.23362100,0
1612260000000,2.93550000,2.93870000,2.91600000,2.92710000,336261.68000000,1612263599999,983609.54420500,2982,119975.45000000,351156.80563300,0
1612263600000,2.92840000,2.93650000,2.88830000,2.90320000,480663.50000000,1612267199999,1397174.28119000,4143,272475.58000000,791628.12953000,0
1612267200000,2.90330000,2.92000000,2.89000000,2.90960000,162918.36000000,1612270799999,473882.21566200,1838,82087.31000000,238840.74666100,0
1612270800000,2.91000000,2.92830000,2.90850000,2.92030000,206240.32000000,1612274399999,602212.81268700,2111,95655.90000000,279284.80985500,0
1612274400000,2.92000000,2.95000000,2.89550000,2.91000000,286394.91000000,1612277999999,835863.41314400,2907,149474.28000000,435952.42824600,0
1612278000000,2.90810000,2.91590000,2.87560000,2.90330000,377809.60000000,1612281599999,1094020.70616000,3301,153746.27000000,445654.52614300,0
1612281600000,2.90100000,2.91350000,2.86750000,2.88120000,467134.07000000,1612285199999,1347663.52527500,3757,274188.96000000,791116.01503800,0
1612285200000,2.88370000,2.90760000,2.87990000,2.89680000,173273.19000000,1612288799999,501308.32453500,1857,83512.16000000,241685.53775200,0
1612288800000,2.89680000,2.90070000,2.87830000,2.88910000,145098.60000000,1612292399999,419255.43708200,1771,73463.58000000,212311.05496500,0
1612292400000,2.88920000,2.90270000,2.88330000,2.89030000,207116.25000000,1612295999999,599181.94696500,2072,88862.70000000,257135.78874400,0
1612296000000,2.88880000,2.91600000,2.88730000,2.91470000,169229.96000000,1612299599999,491286.52532800,2205,74943.24000000,217586.79797600,0
1612299600000,2.91330000,2.91360000,2.89160000,2.89570000,238638.15000000,1612303199999,692705.84840500,2074,115474.06000000,335193.74813400,0
1612303200000,2.89640000,2.92970000,2.89400000,2.91700000,207826.97000000,1612306799999,605662.80772500,2123,129277.55000000,376906.55783800,0
1612306800000,2.91620000,2.92150000,2.90410000,2.90920000,213509.67000000,1612310399999,621974.77760600,1724,115357.84000000,336072.99629300,0
1612310400000,2.90930000,2.92130000,2.88490000,2.90200000,264268.75000000,1612313999999,768091.31608400,2579,136768.15000000,397847.53437800,0
1612314000000,2.90140000,2.94560000,2.89550000,2.94010000,205714.52000000,1612317599999,601603.98685800,2612,121805.93000000,356309.64063800,0
1612317600000,2.93900000,3.18850000,2.92380000,3.09800000,3687988.44000000,1612321199999,11396944.56467600,32092,2086316.51000000,6440610.90367600,0
1612321200000,3.09410000,3.13690000,3.02720000,3.05910000,1284861.14000000,1612324799999,3957484.56510100,13434,570384.58000000,1757338.38867600,0
